L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/N,Term,Exercise,General Details,General Details,Signals,,Signals/ Optics,,,,,,,,,,,,,,,,,,,,,,,,,,Signal / Optics,Medic ,,,,Medic,Ammo,,Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammo,,,,,,,,,,,,,,,,,,,,,,Ammo,Ration,Ration,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport,,,,,,,,,,,,,,,,Others
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMMO COLLECTION BASE,"REMARKS
(E.g. No. of Rounds for Demonstration)",General Details,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Conventional Arms,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Section,Per Wing,Per Wing,Demolition,Per Wing,Per Wing,Per Cadet,Others,,,,"Start:
Date / Timing","End:
Date / Timing",LUV (HQ),MB290 (HQ),LUV (PLC),SOUV,5-Ton,GP Car,"Other Vehicles (Boats, Trailers, F550)",TO,Reporting Venue,Destination Venue,Parkover,Remarks,Indent ID,Military,Date/Timing,,Venue,,20 - seater,40 - seater,60 - seater,1 way / 2 way / Disposal,POC + Contact Number,Indent ID,Civilian,RPL,,,,Fast Craft,,,,Tekong,,Stores,,,,,,,,,Stores,ICCT Instructors,SOC Key,Link Bridge Key,M1 Gate Key,Others,
93,,Ex. WILDCAT (RESERVE),LORONG ASRAMA,,,,0,20,0,4,2,0,0,0,0,0,Y,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,Y,,,LORONG ASRAMA,2,Y,,,PLAD,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,-,2,1,-,-,3,SAFTI MI,LORONG ASRAMA,Y,-,-,Y,-,-,SAFTI MI,LORONG ASRAMA,-,2,-,2-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
94,,Ex. WILDCAT RECCE,LORONG ASRAMA,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,1,-,-,-,-,1,SAFTI MI,LORONG ASRAMA,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
95,,Ex. WOLF,LORONG ASRAMA,,,,24,6,0,2,1,0,0,0,18,0,Y,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,Y,,,LORONG ASRAMA,2,Y,,,PLAD,0,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,1,2,-,-,4,SAFTI MI,LORONG ASRAMA,Y,-,-,Y,-,-,SAFTI MI,LORONG ASRAMA,-,3,-,2-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
96,,Ex. WOLF RECCE,LORONG ASRAMA,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,1,-,-,-,-,1,SAFTI MI,LORONG ASRAMA,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,TP6 JOINT key (GRB05A) from Mandai Hill Camp,
97,ST,FAMILY DAY,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
98,ST,INTERVAL FAST MARCH,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"SAFTI MI (BLK 27, TWG)",1,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,"SAFTI MI (BLK 27, TWG) ","SAFTI MI (BLK 27, TWG) ",-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
99,ST,INTERVAL FAST MARCH - 6KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
100,ST,INTERVAL FAST MARCH,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
101,,FITNESS EDUCATION WORKSHOP,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
102,,HELI MOCK-UP,HELI GROUND,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,Heli Belt,
103,,ICCT 01,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
104,,ICCT 02,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
105,,ICCT 03,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
106,,ICCT 04,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
107,,ICCT 05,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
108,,ICCT 06,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
109,,ICCT 07,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
110,,ICCT 08,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
111,,ICCT 09,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
112,,ICCT 10,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
113,,ICCT 11 (TEST),-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,1,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,Y,-,-,-,-,Y
114,,IDP TACTICS CAMP,LOR ASRAMA,,,,0,0,0,0,0,0,0,0,10,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,,,SAFTI MI,1,Y,,,PLAD / TEKONG,0,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,1,1,-,-,3,0,LORONG ASRAMA,Y,-,-,Y,-,-,SAFTI MI,LOR ASRAMA,-,1,-,-,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
115,,IGTS,IGTS,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,1,-,-,-,-,-,-,1 X CAT 1 TONNER,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,-,-,Y
116,,IMT (PLC),PLC IMT,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,1,-,-,-,-,-,-,1 X CAT 1 TONNER,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,-,-,Y
117,,INITIATION,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,301217 0300,301217 0900,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,301217 0300,301217 0900,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
118,,INTER-ARMS RELAY,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,051217 0615,051217 1100,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,051217 0615,051217 1100,-,-,-,1,-,-,-,1,CARPARK A,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
